33208	3B962	U	regulation of ARF protein signal transduction
33208	3B963	S	plus-end-directed vesicle transport along microtubule
33208	3B964	O	threonine-type endopeptidase activity
33208	3B965	O	WW and C2 domain containing
33208	3B966	T	regulation of establishment of cell polarity
33208	3B967	T	positive regulation of axon extension
33208	3B968	S	positive regulation of protein targeting to membrane
33208	3B969	T	Rho guanyl-nucleotide exchange factor activity
33208	3B96A	S	
33208	3B96B	F	Involved in maintaining the homeostasis of cellular nucleotides by catalyzing the interconversion of nucleoside phosphates. Efficiently phosphorylates AMP and dAMP using ATP as phosphate donor, but phosphorylates only AMP when using GTP as phosphate donor. Also displays broad nucleoside diphosphate kinase activity
33208	3B96C	KL	histone binding
33208	3B96D	S	pathogenesis
33208	3B96E	T	protein KIAA1755 homolog
33208	3B96F	K	GA binding protein transcription factor beta subunit
33208	3B96G	S	axoneme assembly
33208	3B96H	G	beta-galactosidase activity
33208	3B96I	TZ	Roundabout binding
33208	3B96J	S	RALY RNA binding protein-like
33208	3B96K	S	mitochondrion-endoplasmic reticulum membrane tethering
33208	3B96M	S	BTB/POZ domain
33208	3B96N	J	Promotes mitochondrial protein synthesis. May act as a fidelity factor of the translation reaction, by catalyzing a one- codon backward translocation of tRNAs on improperly translocated ribosomes. Binds to mitochondrial ribosomes in a GTP-dependent manner
33208	3B96P	Z	pointed-end actin filament capping
33208	3B96Q	T	adenylate cyclase-activating G-protein coupled receptor signaling pathway
33208	3B96R	S	
33208	3B96S	T	biological adhesion
33208	3B96T	G	carbohydrate binding. It is involved in the biological process described with mannose metabolic process
33208	3B96U	S	mitochondrial respiratory chain complex I assembly
33208	3B96V	J	Protein similar to CwfJ C-terminus 1
33208	3B96W	W	integrin
33208	3B96X	S	negative regulation of SMAD protein signal transduction
33208	3B96Y	P	chloride channel activity
33208	3B96Z	S	THO complex
33208	3B970	G	alpha-(1->3)-fucosyltransferase activity
33208	3B971	T	NADPH oxidase organizer
33208	3B972	A	U2 snRNP-associated SURP
33208	3B973	CI	macromolecule localization
33208	3B974	U	protein import into mitochondrial matrix
33208	3B975	OT	BAG family molecular chaperone regulator 3
33208	3B976	O	wybutosine biosynthetic process
33208	3B977	T	thrombospondin receptor activity
33208	3B978	V	LanC lantibiotic synthetase component C-like 3 (bacterial)
33208	3B979	O	metalloendopeptidase activity
33208	3B97A	S	positive regulation of SNARE complex assembly
33208	3B97B	O	Belongs to the sulfotransferase 1 family
33208	3B97C	D	protein phosphatase 1, regulatory subunit 21
33208	3B97D	Z	microtubule anchoring
33208	3B97E	C	acetyl-CoA metabolic process
33208	3B97F	S	Nuclear protein, ataxia-telangiectasia locus
33208	3B97G	K	steroid hormone receptor activity
33208	3B97H	I	acid phosphatase activity
33208	3B97I	K	Transcription factor
33208	3B97J	A	helicase activity
33208	3B97K	S	Cadherin repeats.
33208	3B97M	O	E3 ubiquitin-protein ligase
33208	3B97N	S	Putative ABC-transporter type IV
33208	3B97P	S	Conserved region of unknown function on GLTSCR protein
33208	3B97Q	T	adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate
33208	3B97R	T	positive regulation of hh target transcription factor activity
33208	3B97S	C	Belongs to the mitochondrial carrier (TC 2.A.29) family
33208	3B97T	Q	cellular iron ion homeostasis
33208	3B97U	O	Uncharacterized conserved protein (DUF2152)
33208	3B97V	T	Adp-ribosylation factor
33208	3B97W	K	DNA-directed 5'-3' RNA polymerase activity
33208	3B97X	K	medial motor column neuron differentiation
33208	3B97Y	I	C-8 sterol isomerase activity
33208	3B97Z	S	Domain of unknown function (DUF4657)
33208	3B980	F	AMP catabolic process
33208	3B981	S	XK-related protein
33208	3B982	K	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB
33208	3B983	L	DNA topoisomerase type I activity
33208	3B984	T	Cell adhesion molecule
33208	3B985	T	Rap guanyl-nucleotide exchange factor activity
33208	3B986	P	high-affinity sodium:dicarboxylate symporter activity
33208	3B987	S	Uncharacterised protein family UPF0565
33208	3B988	CE	3-hydroxymethyl-3-methylglutaryl-CoA lyase
33208	3B989	OT	protein phosphatase 1, regulatory
33208	3B98A	O	cellular response to DNA damage stimulus
33208	3B98B	H	methylenetetrahydrofolate dehydrogenase (NAD+) activity
33208	3B98C	S	Aldo/keto reductase family
33208	3B98D	J	translation initiation factor activity
33208	3B98E	I	Retinaldehyde binding protein
33208	3B98F	S	regulation of canonical Wnt signaling pathway
33208	3B98G	T	MAP kinase kinase activity
33208	3B98H	T	insulin-like growth factor II binding
33208	3B98I	K	Histone-lysine N-methyltransferase
33208	3B98J	T	actin binding
33208	3B98K	U	Ceramide synthase
33208	3B98M	O	metalloendopeptidase activity
33208	3B98N	K	histone methyltransferase activity (H3-K4 specific)
33208	3B98P	F	coenzyme binding
33208	3B98Q	S	peptide binding
33208	3B98R	J	Alpha beta hydrolase domain-containing protein
33208	3B98S	BK	chromatin disassembly
33208	3B98T	S	regulation of NIK/NF-kappaB signaling
33208	3B98U	VW	endothelial regulator
33208	3B98V	A	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
33208	3B98W	S	proline-rich region binding
33208	3B98X	E	alanine-oxo-acid transaminase activity
33208	3B98Y	T	sensory perception of umami taste
33208	3B98Z	S	C2H2-type zinc finger
33208	3B990	K	transdifferentiation
33208	3B991	PT	gluconolactonase activity
33208	3B992	A	mRNA 5'-splice site recognition
33208	3B993	TU	calcium ion-regulated exocytosis of neurotransmitter
33208	3B994	PT	calcium, potassium:sodium antiporter activity
33208	3B995	LT	negative regulation of glucocorticoid receptor signaling pathway
33208	3B996	S	RNA splicing
33208	3B997	S	G-protein coupled receptor activity
33208	3B998	V	serine-type endopeptidase inhibitor activity
33208	3B999	T	calcineurin-NFAT signaling cascade
33208	3B99A	L	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.
33208	3B99B	O	ubiquitin-like protein ligase activity
33208	3B99C	A	negative regulation of DNA damage checkpoint
33208	3B99D	U	hematopoietic progenitor cell differentiation
33208	3B99E	S	zinc ion binding
33208	3B99F	T	positive regulation of sodium:proton antiporter activity
33208	3B99G	T	Granulin
33208	3B99H	S	regulation of lipid metabolic process
33208	3B99I	K	Nuclear receptor subfamily 6, group A, member
33208	3B99J	S	phosphatidylinositol 3-kinase signaling
33208	3B99K	T	SH2B adapter protein
33208	3B99M	O	Belongs to the heat shock protein 70 family
33208	3B99N	Z	motor activity
33208	3B99P	S	K63-linked polyubiquitin modification-dependent protein binding
33208	3B99Q	T	peptidyl-threonine phosphorylation
33208	3B99R	T	melatonin receptor activity
33208	3B99S	T	Cell adhesion molecule
33208	3B99T	O	thiol-dependent ubiquitin-specific protease activity
33208	3B99U	S	attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation
33208	3B99V	O	Trypsin-like serine protease
33208	3B99W	S	phosphatidylserine exposure on apoptotic cell surface
33208	3B99X	O	Belongs to the peptidase M16 family
33208	3B99Y	T	Ciliary neurotrophic factor receptor
33208	3B99Z	OT	protein phosphatase 1, regulatory subunit
33208	3B9A0	S	Growth regulation by estrogen in breast
33208	3B9A1	IU	Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
33208	3B9A2	S	attachment of GPI anchor to protein
33208	3B9A3	P	bile acid:sodium symporter activity
33208	3B9A4	T	cerebellar granule cell precursor tangential migration
33208	3B9A5	P	Belongs to the amiloride-sensitive sodium channel (TC 1.A.6) family
33208	3B9A6	O	CCR4-NOT transcription complex subunit 10
33208	3B9A7	T	semaphorin receptor activity
33208	3B9A8	AT	mRNA methylation
33208	3B9A9	O	enzyme binding
33208	3B9AA	S	protein-glutamine gamma-glutamyltransferase activity
33208	3B9AB	S	glycoprotein endo-alpha-1,2-mannosidase activity
33208	3B9AC	C	mitochondrial transport
33208	3B9AD	J	glutamate-tRNA(Gln) ligase activity
33208	3B9AE	T	Ste20-related kinase
33208	3B9AF	CH	NADH-cytochrome b5 reductase-like
33208	3B9AG	K	negative regulation of transcription by RNA polymerase III
33208	3B9AH	S	Midnolin
33208	3B9AI	T	prostaglandin E receptor activity
33208	3B9AJ	D	tRNA methyltransferase activity
33208	3B9AK	IQ	Cytochrome P450, family 46, subfamily A, polypeptide
33208	3B9AM	Z	microtubule nucleation by interphase microtubule organizing center
33208	3B9AN	Z	Sarcoglycan
33208	3B9AP	S	lysosomal lumen pH elevation
33208	3B9AQ	K	DNA replication
33208	3B9AR	D	Kinetochore protein NDC80 homolog
33208	3B9AS	U	vesicle docking involved in exocytosis
33208	3B9AT	S	pseudouridine synthase activity
33208	3B9AU	O	homolog subfamily C member 10
33208	3B9AV	E	omega-amidase activity
33208	3B9AW	K	sequence-specific DNA binding
33208	3B9AX	UZ	positive regulation of establishment of T cell polarity
33208	3B9AY	J	embryonic brain development
33208	3B9AZ	D	nuclear protein quality control by the ubiquitin-proteasome system
33208	3B9B0	S	Additional sex combs like
33208	3B9B1	T	TLR4 interactor with
33208	3B9B2	Z	condensed mesenchymal cell proliferation
33208	3B9B3	C	isocitrate dehydrogenase (NAD+) activity
33208	3B9B4	TU	retrograde transport, endosome to plasma membrane
33208	3B9B5	L	NUC153 domain
33208	3B9B6	W	regulation of embryonic development
33208	3B9B7	O	protein disulfide isomerase family A, member 5
33208	3B9B8	K	Transcription factor
33208	3B9B9	V	hydrogen peroxide-mediated programmed cell death
33208	3B9BA	T	protein serine/threonine phosphatase activity
33208	3B9BB	O	Ring finger protein 121
33208	3B9BC	S	Organic solute transport protein 1
33208	3B9BD	A	mRNA methylation
33208	3B9BE	U	BLOC-2 complex binding
33208	3B9BF	T	adenylate cyclase-activating dopamine receptor signaling pathway
33208	3B9BG	S	protein-cysteine S-acyltransferase activity
33208	3B9BH	O	Mex-3 RNA binding family member A
33208	3B9BI	T	RhoGAP domain
33208	3B9BJ	U	soluble NSF attachment protein activity
33208	3B9BK	T	Olfactory receptor
33208	3B9BM	G	scavenger receptor activity
33208	3B9BN	G	ribose-5-phosphate isomerase activity
33208	3B9BP	C	nitric oxide catabolic process
33208	3B9BQ	L	regulation of double-stranded telomeric DNA binding
33208	3B9BR	T	Neurotransmitter-gated ion-channel ligand binding domain
33208	3B9BS	S	
33208	3B9BT	O	chaperone cofactor-dependent protein refolding
33208	3B9BU	K	gamete generation
33208	3B9BV	Q	Cytochrome P450
33208	3B9BW	O	ATP binding
33208	3B9BX	S	NCK-associated protein 5-like
33208	3B9BY	S	UFM1 transferase activity
33208	3B9BZ	K	Transcription factor
33208	3B9C0	IU	phosphatidylinositol 5-phosphate metabolic process
33208	3B9C1	Z	Tektin 3
33208	3B9C2	U	bridging integrator 2
33208	3B9C3	T	Belongs to the type-B carboxylesterase lipase family
33208	3B9C4	A	Dynein assembly factor with WDR repeat domains 1
33208	3B9C5	K	Transcription elongation factor that enhances transcription elongation by RNA polymerase II (RNAPII)
33208	3B9C6	H	uroporphyrinogen decarboxylase activity
33208	3B9C7	G	NAD+ ADP-ribosyltransferase activity
33208	3B9C8	S	methyl-CpG binding
33208	3B9C9	S	alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity
33208	3B9CA	G	alpha-(1->3)-fucosyltransferase activity
33208	3B9CB	J	structural constituent of ribosome
33208	3B9CC	S	zinc finger
33208	3B9CD	H	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway
33208	3B9CE	U	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins
33208	3B9CF	S	Kelch-like family member 42
33208	3B9CG	O	calcium-dependent cysteine-type endopeptidase activity
33208	3B9CH	T	positive regulation of dendritic spine development
33208	3B9CI	S	Coiled-coil domain-containing protein 25
33208	3B9CJ	Q	L-amino-acid oxidase-like
33208	3B9CK	K	RNA polymerase II transcription regulator recruiting activity
33208	3B9CM	G	UDP-xylose transmembrane transport
33208	3B9CN	S	identical protein binding
33208	3B9CP	K	transcription corepressor activity
33208	3B9CQ	S	positive regulation of peptidyl-threonine phosphorylation
33208	3B9CR	S	plasma cell differentiation
33208	3B9CS	S	Domain of unknown function (DUF4707)
33208	3B9CT	J	mRNA pseudouridine synthesis
33208	3B9CU	L	nuclear receptor transcription coactivator activity
33208	3B9CV	V	dual- specificity
33208	3B9CW	T	galanin-activated signaling pathway
33208	3B9CX	KL	ring domain
33208	3B9CY	F	phosphoribosylformylglycinamidine synthase activity
33208	3B9CZ	T	cysteinyl leukotriene receptor 2
33208	3B9D0	Z	linker protein
33208	3B9D1	S	Domain of unknown function (DUF4566)
33208	3B9D2	S	ADP-ribosylarginine hydrolase activity
33208	3B9D3	S	syntaxin binding protein 4
33208	3B9D4	S	
33208	3B9D5	T	positive regulation of basement membrane assembly involved in embryonic body morphogenesis
33208	3B9D6	S	positive regulation of bone development
33208	3B9D7	Z	microtubule nucleation by interphase microtubule organizing center
33208	3B9D8	C	oxidative phosphorylation uncoupler activity
33208	3B9D9	BI	regulation of peptidyl-lysine crotonylation
33208	3B9DA	K	sequence-specific DNA binding
33208	3B9DB	OT	calcium-dependent cysteine-type endopeptidase activity
33208	3B9DC	S	NRDE-2, necessary for RNA interference, domain containing
33208	3B9DD	OW	collagen catabolic process
33208	3B9DE	S	Echinoderm microtubule associated protein like
33208	3B9DF	T	Rho gtpase activating protein
33208	3B9DG	S	H4K20me3 modified histone binding
33208	3B9DH	O	Protein farnesyltransferase subunit
33208	3B9DI	J	diphthine-ammonia ligase activity
33208	3B9DJ	S	protein-cysteine S-acyltransferase activity
33208	3B9DK	M	acid synthase
33208	3B9DM	J	cysteine-tRNA ligase activity
33208	3B9DN	T	adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway
33208	3B9DP	T	prolactin signaling pathway
33208	3B9DQ	J	methionyl-tRNA aminoacylation
33208	3B9DR	L	blastocyst development
33208	3B9DS	U	myo-inositol transport
33208	3B9DT	U	Involved in transport from the ER to the Golgi apparatus as well as in intra-Golgi transport. It belongs to a super-family of proteins called t-SNAREs or soluble NSF (N-ethylmaleimide- sensitive factor) attachment protein receptor
33208	3B9DU	MO	GPI anchor biosynthetic process
33208	3B9DV	F	'de novo' CTP biosynthetic process
33208	3B9DW	T	vascular endothelial cell response to fluid shear stress
33208	3B9DX	J	tRNA pseudouridine synthase 2
33208	3B9DY	T	guanylate cyclase activity
33208	3B9DZ	P	Potassium large conductance calcium-activated channel, subfamily M, beta member 1
33208	3B9E0	S	regulation of growth rate
33208	3B9E1	A	mRNA processing
33208	3B9E2	J	RNA phosphodiester bond hydrolysis, exonucleolytic
33208	3B9E3	TU	WD repeat-containing protein 81
33208	3B9E4	I	hydrolase activity
33208	3B9E5	K	Dorsal root ganglia homeobox
33208	3B9E6	W	extracellular matrix binding
33208	3B9E7	O	positive regulation of protein localization to chromosome, telomeric region
33208	3B9E8	TZ	cysteine and glycine-rich protein
33208	3B9E9	G	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity
33208	3B9EA	T	semaphorin receptor binding
33208	3B9EB	O	E3 ubiquitin-protein ligase Hakai
33208	3B9EC	K	circadian temperature homeostasis
33208	3B9ED	T	free fatty acid receptor
33208	3B9EE	G	pyrimidine nucleotide-sugar transmembrane transporter activity
33208	3B9EF	T	Growth differentiation factor 7
33208	3B9EG	K	GTP binding
33208	3B9EH	S	Si dkey-112e17.1
33208	3B9EI	T	sideroflexin
33208	3B9EJ	T	Belongs to the protein kinase superfamily. AGC Ser Thr protein kinase family. GPRK subfamily
33208	3B9EK	G	GDP-mannose 4,6-dehydratase activity
33208	3B9EM	O	heat shock
33208	3B9EN	T	ventral midline determination
33208	3B9EP	T	Rho guanyl-nucleotide exchange factor activity
33208	3B9EQ	T	negative regulation of ruffle assembly
33208	3B9ER	U	Ras-related GTP-binding protein
33208	3B9ES	S	Coiled-coil domain containing 78
33208	3B9ET	S	mechanosensitive ion channel activity
33208	3B9EU	U	acetate ester transmembrane transporter activity
33208	3B9EV	T	non-membrane spanning protein tyrosine kinase activity
33208	3B9EW	I	Enoyl-CoA hydratase/isomerase
33208	3B9EX	Z	growth arrest-specific 2 like 3
33208	3B9EY	S	
33208	3B9EZ	Q	ABC transporter
33208	3B9F0	S	cytoplasmic linker associated protein
33208	3B9F1	H	methenyltetrahydrofolate synthetase domain containing
33208	3B9F2	S	DIRAS family, GTP-binding Ras-like
33208	3B9F3	U	P-P-bond-hydrolysis-driven protein transmembrane transporter activity
33208	3B9F4	K	rhombomere 3 development
33208	3B9F5	S	G-protein coupled purinergic nucleotide receptor activity
33208	3B9F6	L	intra-S DNA damage checkpoint
33208	3B9F7	P	chloride channel activity
33208	3B9F8	K	positive regulation of CD8-positive, alpha-beta T cell differentiation
33208	3B9F9	O	adenyl-nucleotide exchange factor activity
33208	3B9FA	S	Coiled-coil
33208	3B9FB	G	BMP signaling pathway involved in spinal cord dorsal/ventral patterning
33208	3B9FC	Q	3-hydroxybutyrate dehydrogenase activity
33208	3B9FD	K	rhombomere 5 formation
33208	3B9FE	J	methionyl-tRNA aminoacylation
33208	3B9FF	F	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity
33208	3B9FG	S	Plays a major role in tight junction-specific obliteration of the intercellular space, through calcium- independent cell-adhesion activity
33208	3B9FH	P	larval turning behavior
33208	3B9FI	A	regulation of mRNA processing
33208	3B9FJ	T	lipoprotein transporter activity
33208	3B9FK	S	positive regulation of synapse structural plasticity
33208	3B9FM	U	calcium ion-regulated exocytosis of neurotransmitter
33208	3B9FN	S	WD40 repeats
33208	3B9FP	T	inositol
33208	3B9FQ	B	beta-catenin binding
33208	3B9FR	D	regulation of cell cycle
33208	3B9FS	T	positive regulation of caveolin-mediated endocytosis
33208	3B9FT	U	fatty-acyl-CoA binding
33208	3B9FU	S	DREV methyltransferase
33208	3B9FV	S	RNA splicing
33208	3B9FW	O	positive regulation of smooth muscle cell-matrix adhesion
33208	3B9FX	D	response to cell cycle checkpoint signaling
33208	3B9FY	M	protein depalmitoleylation
33208	3B9FZ	MPT	Belongs to the transient receptor (TC 1.A.4) family
33208	3B9G0	T	positive regulation of synapse assembly
33208	3B9G1	J	translation initiation factor activity
33208	3B9G2	T	positive regulation of fibroblast apoptotic process
33208	3B9G3	J	translation release factor activity
33208	3B9G4	O	ubiquitin-protein transferase activity
33208	3B9G5	T	endocytosis
33208	3B9G6	P	solute:proton antiporter activity
33208	3B9G7	S	motor activity
33208	3B9G8	PT	voltage-gated calcium channel activity
33208	3B9G9	T	Complement component
33208	3B9GA	PT	Cyclic nucleotide-gated cation channel
33208	3B9GB	S	
33208	3B9GC	J	regulation of mRNA cap binding
33208	3B9GD	I	omega-6 fatty acid desaturase activity
33208	3B9GE	T	protein-hormone receptor activity
33208	3B9GF	Z	microtubule plus-end binding
33208	3B9GG	A	Cleavage and polyadenylation
33208	3B9GH	E	solute carrier family 1 (glutamate transporter), member
33208	3B9GI	Y	Tho complex
33208	3B9GJ	L	mutS protein homolog
33208	3B9GK	E	DBH-like monooxygenase protein 1
33208	3B9GM	A	ATP-dependent RNA helicase
33208	3B9GN	K	CD8-positive, alpha-beta T cell differentiation involved in immune response
33208	3B9GP	TU	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family
33208	3B9GQ	T	Serine threonine-protein kinase tousled-like
33208	3B9GR	U	intracellular chloride channel activity
33208	3B9GS	F	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism. Adenylate kinase activity is critical for regulation of the phosphate utilization and the AMP de novo biosynthesis pathways
33208	3B9GT	K	negative regulation of fat cell proliferation
33208	3B9GU	O	Ubiquitin carboxyl-terminal hydrolase
33208	3B9GV	S	
33208	3B9GW	K	abducens nerve formation
33208	3B9GX	J	protein destabilization
33208	3B9GY	Q	heme binding
33208	3B9GZ	KO	ubiquitin binding
33208	3B9H0	A	Leucine Rich repeats (2 copies)
33208	3B9H1	EJ	ATPase activity
33208	3B9H2	P	inward rectifier potassium channel activity
33208	3B9H3	T	Rho guanyl-nucleotide exchange factor activity
33208	3B9H4	W	alpha-catenin binding
33208	3B9H5	G	Belongs to the phosphoglycerate mutase family. BPG- dependent PGAM subfamily
33208	3B9H6	S	PWWP domain-containing protein
33208	3B9H7	A	Transducin beta-like
33208	3B9H8	J	peptidyl-diphthamide biosynthetic process from peptidyl-histidine
33208	3B9H9	T	centriole replication
33208	3B9HA	P	sulfuric ester hydrolase activity
33208	3B9HB	T	influenza virus
33208	3B9HC	M	glucosamine 6-phosphate N-acetyltransferase activity
33208	3B9HD	A	splicing factor 3a, subunit 1
33208	3B9HE	S	PMP-22/EMP/MP20/Claudin tight junction
33208	3B9HF	T	GTPase activator activity
33208	3B9HG	O	sperm flagellum movement
33208	3B9HH	K	lens fiber cell apoptotic process
33208	3B9HI	T	serine threonine-protein kinase
33208	3B9HJ	J	ribosomal protein, S9
33208	3B9HK	Z	ATP-dependent microtubule motor activity, minus-end-directed
33208	3B9HM	P	intracellular sodium activated potassium channel activity
33208	3B9HN	O	chaperone cofactor-dependent protein refolding
33208	3B9HP	S	family with sequence similarity
33208	3B9HQ	K	histone H2A acetylation
33208	3B9HR	T	lipoprotein receptor-related protein
33208	3B9HS	O	E3 ubiquitin-protein ligase
33208	3B9HT	S	Tetratricopeptide repeats
33208	3B9HU	S	mammary gland epithelial cell differentiation
33208	3B9HV	DO	protein modification by small protein conjugation
33208	3B9HW	T	Ligand for members of the frizzled family of seven transmembrane receptors
33208	3B9HX	E	glutathione hydrolase activity
33208	3B9HY	T	SHC (Src homology 2 domain containing) transforming protein
33208	3B9HZ	S	negative regulation of BMP signaling pathway
33208	3B9I0	O	Disintegrin and metalloproteinase domain-containing protein
33208	3B9I1	T	negative regulation of podosome assembly
33208	3B9I2	E	Metalloendopeptidase activity. It is involved in the biological process described with proteolysis
33208	3B9I3	F	orotate phosphoribosyltransferase activity
33208	3B9I4	K	Zinc finger homeobox
33208	3B9I5	P	voltage-gated sodium channel activity
33208	3B9I6	C	SPRY domain
33208	3B9I7	K	Domain of unknown function (DUF4196)
33208	3B9I8	T	positive regulation of CREB transcription factor activity
33208	3B9I9	Z	Myosin, light chain 6, alkali, smooth muscle and non-muscle
33208	3B9IA	K	Odd-skipped related transciption factor 2
33208	3B9IB	E	glutamate 5-kinase activity
33208	3B9IC	S	maternal placenta development
33208	3B9ID	F	23S rRNA (adenine(1618)-N(6))-methyltransferase activity
33208	3B9IE	O	dolichyl-phosphate-mannose-protein mannosyltransferase activity
33208	3B9IF	F	Adenylate kinase
33208	3B9IG	O	Peroxiredoxin
33208	3B9IH	S	testis expressed 1
33208	3B9II	I	positive regulation of fatty acid biosynthetic process
33208	3B9IJ	T	DOMON domain-containing protein FRRS1L
33208	3B9IK	U	protein serine/threonine phosphatase inhibitor activity
33208	3B9IM	S	Zinc finger protein 236
33208	3B9IN	O	insulin-like growth factor receptor binding
33208	3B9IP	O	thelarche
33208	3B9IQ	F	ribonucleoside-diphosphate reductase activity
33208	3B9IR	T	myosin light chain kinase activity
33208	3B9IS	L	telomere maintenance via base-excision repair
33208	3B9IT	T	positive regulation of cardioblast proliferation
33208	3B9IU	K	DNA-directed 5'-3' RNA polymerase activity
33208	3B9IV	S	Glutamate-rich 3
33208	3B9IW	T	protein serine/threonine/tyrosine kinase activity
33208	3B9IX	G	transmembrane transporter activity
33208	3B9IY	O	Belongs to the peptidase M10A family
33208	3B9IZ	T	kinase 3
